12006	417	1712
9936	145	9044
6256	817	8641
11985	62	3445
365	677	343
1765	640	4936
9094	298	11830
6466	926	2920
11808	351	3597
1742	92	6707
4474	817	1820
11783	640	1351
10894	298	6641
5631	926	5770
9514	298	4295
551	351	2948
3887	357	1829
6012	34	1829
11844	448	9230
6626	289	1354
8196	289	12301
6750	640	11580
10554	358	269
9401	926	2948
3115	358	2020
6867	817	12278
8911	289	4661
12333	912	4797
6020	640	666
8915	642	4232
196	289	9755
9661	34	1828
9712	298	9326
10554	358	390
11088	289	8333
145	289	10240
9687	376	151
10781	912	2720
8314	289	9805
7614	342	11861
11729	351	1829
12232	289	12160
2330	926	2637
10718	351	2948
11673	289	7039
12024	782	6883
8982	642	10236
6257	297	466
8977	357	1828
1308	817	11891
6802	289	5751
8427	642	2514
597	298	10060
209	351	2949
6984	289	12174
1428	289	5355
6856	351	2210
9736	878	2643
5196	289	9558
4732	912	4896
7046	642	11599
2181	62	515
1257	351	3477
4958	298	826
10995	358	10440
6288	342	9851
11932	289	7264
4717	298	10824
4528	342	7226
11851	590	4275
5382	176	6881
813	351	2564
395	448	5166
9354	125	449
1964	683	2400
179	289	12249
198	448	340
10076	2	1043
3157	525	2620
4939	415	4352
6705	289	2633
2139	752	3884
3746	289	9358
10376	351	6538
11624	817	1820
7371	289	11044
1423	351	2895
1928	879	1483
4599	912	9352
66	342	10405
1921	351	3879
12269	289	4600
6466	351	2920
10492	448	8852
5289	448	5025
2330	817	2720
6438	289	6252
10242	769	1680
6615	289	2446
7540	125	270
4469	351	1828
11729	817	1820
245	289	7053
884	415	7218
3217	289	4514
1103	284	1259
10325	448	11012
4902	779	2534
12217	351	1829
583	351	1828
3273	243	11263
419	289	6525
6466	817	5702
3033	448	9825
11006	351	5072
5658	352	4046
2563	289	7902
1988	351	10004
4055	201	1935
8825	289	1641
7117	642	3907
11055	351	8006
5740	448	167
9952	62	2412
6646	289	4774
2194	539	2191
403	289	11827
5599	289	3903
4264	357	1270
9267	289	4569
4016	351	1090
12267	289	10712
5116	779	2061
2986	686	2804
8293	351	7627
3277	289	595
2932	683	3367
6326	351	1828
11294	351	2948
1942	779	3438
181	769	2050
8713	357	1829
5876	351	1828
4591	358	10492
2739	289	3984
7481	817	1820
2696	176	2330
4345	289	4567
879	419	3369
12370	351	2995
4231	817	8641
3450	660	645
11971	640	7437
4942	838	12002
558	750	2412
3595	376	158
6535	34	2942
3414	339	1431
5621	660	4877
6839	351	966
8504	145	7065
1806	263	1805
9671	351	4923
2062	779	1909
323	640	550
1764	289	10170
2006	817	4088
10067	493	2349
5554	635	7982
7181	782	6883
11594	289	12012
3250	176	12290
291	358	5692
4713	351	2945
8332	376	44
10075	410	12224
1631	289	10192
7851	448	4476
10561	34	1828
3898	352	6348
106	448	1686
12098	351	6723
6861	289	7061
7567	448	4884
5699	289	4257
5658	298	8629
9900	289	4514
5465	782	6883
3788	62	1045
11443	640	798
3166	912	5774
12073	448	8652
11119	297	283
5107	912	2720
12157	351	4315
2611	298	1771
7683	817	1820
