1044	351	2412
2477	448	3853
5559	351	2608
392	938	4260
10847	342	5757
8290	357	1909
2197	351	802
2178	642	4597
1922	640	4597
626	358	369
472	289	6744
569	640	2843
7482	289	10562
4554	298	2178
3900	351	12341
3757	351	3384
1007	683	3034
5274	912	3582
12282	351	8217
6350	912	8641
811	912	4088
2899	351	1901
7975	351	1901
3885	368	2387
12104	640	2474
5427	448	4357
11102	298	6043
7519	448	11763
3275	289	497
4488	912	1820
6845	642	7871
1352	912	4797
2066	419	1272
9444	62	4046
2587	448	3662
3126	298	487
182	358	204
5307	342	10181
4011	180	5929
10559	912	2721
2075	357	3675
4078	782	5520
356	642	2866
4450	817	1820
3733	926	1829
8254	448	1686
4918	357	1949
10750	448	10126
8738	912	2720
2568	357	958
3905	351	1829
524	448	6381
771	357	4154
11894	912	4088
3900	352	3972
2845	448	3853
10136	376	3032
7460	351	759
5088	62	1027
2992	635	2353
3239	642	10000
10596	357	1829
9505	817	8641
11860	376	158
7587	298	8623
2764	912	11891
8703	351	2948
229	448	6905
4037	352	5157
6051	912	11891
10859	912	7130
19	387	3628
313	448	3854
402	926	2949
3277	125	452
1840	62	3579
12332	938	6616
7234	750	4145
2009	817	3582
4508	358	95
5689	289	7442
9896	342	8598
11309	77	2701
8010	419	760
6808	642	2597
6776	448	2157
5530	352	2416
9499	351	1994
11419	289	2463
6599	817	1820
1925	289	1391
2178	264	239
2394	692	3634
3324	640	10550
1487	640	2887
4634	289	3757
631	658	1051
3227	419	760
12262	352	2948
1404	448	4302
5032	284	635
11764	289	4661
11437	357	1829
9968	358	7111
10107	448	11099
9611	640	4185
7091	352	2416
11387	289	4576
3213	448	2675
6432	289	2539
96	342	5282
5707	352	2948
4538	640	4124
11044	708	11220
4092	357	3191
9395	34	958
7906	448	7910
7730	376	3323
11582	351	1975
2517	351	2549
7840	448	4357
11029	926	5123
11106	62	2412
3891	264	659
1095	912	1820
10815	351	1236
5299	912	4797
11428	34	759
10327	351	9332
4002	683	4001
8603	351	958
3561	208	759
5307	342	9563
8181	448	10078
7694	289	3152
8863	912	1820
7259	660	8036
3985	912	4287
4479	351	2948
4569	298	323
188	642	3862
7862	289	9239
402	358	9623
8730	289	4497
3764	289	4124
6683	358	11824
10939	289	6511
2470	415	5585
8328	448	6550
4576	817	3582
6661	289	7092
2823	596	3508
9379	358	4548
4422	298	10071
6597	642	4665
509	34	1644
6840	34	958
2250	351	1236
8258	351	3850
1505	351	818
5245	912	6747
8131	289	1005
822	298	11315
5274	817	8641
2758	404	2519
4301	376	334
3281	289	1011
2445	323	8709
567	180	2532
9279	817	4088
9093	912	8641
1310	912	2720
2482	351	1023
477	145	4434
9376	358	11510
7040	298	4702
6311	912	1820
9174	351	2948
1095	817	1820
2235	912	8641
10083	769	8158
10145	352	2740
4339	912	4797
5521	298	408
2286	448	2675
3885	254	1280
4104	358	139
9584	243	4223
2815	298	4284
1909	338	3876
413	448	3854
666	323	3627
8030	351	11731
11723	817	4088
4207	357	2253
6900	289	3476
12168	448	657
11906	643	4420
9560	289	6322
677	298	9113
3418	352	1067
9628	289	12170
7443	357	1258
3781	298	4634
3269	289	6422
11080	289	7756
1397	284	4740
11515	351	2549
9685	351	2948
260	769	2143
3916	643	4561
12072	351	3022
1836	243	3794
1978	683	2102
6039	352	2416
9423	419	760
8159	589	10181
2379	351	2948
7644	448	6381
2013	750	759
4276	38	759
6243	769	2949
2967	351	2411
4718	708	161
4511	912	4287
3916	201	3685
1932	166	2569
4643	289	4665
2431	912	8641
2632	912	8641
3447	352	9981
11711	870	11894
2706	782	6883
3965	351	2070
8049	351	1372
11235	352	6082
8757	448	423
4598	351	1829
9300	289	6948
387	289	8801
851	708	26
7100	912	1820
2131	323	9988
88	289	3980
7229	62	2949
11870	289	2632
5274	708	6974
625	357	1271
15	342	11157
98	342	8205
7779	342	5805
7526	817	2720
9888	448	4476
9023	938	9637
1376	289	9623
9663	289	525
2553	912	3582
11702	870	11930
1977	683	1949
6909	351	2948
2736	263	3241
4454	912	4797
4002	683	759
2806	658	1051
1621	62	2981
6888	419	760
6171	351	3022
6688	342	453
3214	289	4426
462	677	464
4419	817	8641
4345	448	1488
7450	351	9257
11206	176	238
7387	912	945
2845	358	5488
11227	878	2643
1737	339	615
4545	298	9720
10627	289	9726
1011	351	4027
11581	339	10093
7288	289	8132
4557	358	10092
11706	448	10269
6855	708	11956
10663	289	4497
