13523	574	962
1620	132	1030
8525	410	4216
10910	351	1845
13942	358	12699
8037	357	3534
13191	77	3053
12494	828	8905
6571	695	4098
244	769	3433
11918	357	1270
1625	132	4731
5	448	1094
1433	357	1846
10340	289	4637
6386	150	7569
9526	411	3597
6891	684	4332
6289	289	4485
13515	335	2710
6645	943	41
12290	34	1845
11064	284	8977
6260	870	13962
135	610	9339
6671	289	8003
2539	284	1750
1882	484	1846
7937	94	944
12416	781	6867
13059	289	4709
11665	351	5154
2657	36	2657
4526	351	2979
12038	289	5171
941	243	1432
11754	204	7892
4057	351	2979
9256	176	5551
3840	351	2440
12497	640	6347
2483	49	4450
3203	950	643
11092	352	2436
12501	642	9101
1945	752	3644
9286	372	7437
417	351	11890
13107	352	1845
6916	351	2903
7445	357	1846
12262	454	5076
2768	610	6506
11877	352	1845
7999	125	439
13004	179	13086
7850	660	11342
3317	289	5055
544	36	544
1513	289	13518
13548	77	1919
10716	782	864
11665	351	3410
13606	358	2691
3203	158	2521
4237	243	5764
12985	448	8029
3182	339	1753
8399	912	1479
11196	410	2939
13886	289	4626
8432	357	1845
9637	36	4160
6321	747	7284
6088	254	4217
5226	448	4405
2972	763	485
8071	289	7829
3474	782	713
2689	204	4511
8821	869	9146
6536	454	170
5480	694	4661
13744	289	598
4633	351	6925
6560	850	11359
2710	36	2710
12835	125	13397
6683	708	8594
3000	912	4332
6352	404	6088
9870	408	12366
8393	589	9148
5921	289	12434
13853	708	12972
7518	289	5066
9407	448	12925
9960	408	12791
11207	912	9449
9582	304	13628
5671	912	4846
1157	487	2494
8121	635	5984
13500	125	11551
2484	351	5175
4144	351	3921
13417	912	1837
7091	289	655
3648	36	2081
13223	874	12097
5344	289	2266
2983	352	1315
7184	22	1438
2820	204	3081
12771	318	10044
680	135	2702
7194	433	935
2531	323	4700
8419	684	1837
2565	912	4846
12871	351	2436
2228	35	4412
7351	289	7556
3214	243	9887
64	208	2985
2532	357	1282
6761	36	1649
13174	684	12859
6255	77	2612
6428	642	5811
675	632	5297
2368	335	9400
8213	574	6282
6479	591	7067
3168	750	3432
3675	176	7016
8657	335	3711
11362	351	2958
13475	357	1452
4764	419	3066
10179	53	2068
10263	683	3220
638	351	2216
8755	448	8561
7229	781	7145
7289	372	211
6279	448	3894
198	943	453
13899	640	3948
13281	77	3053
10502	747	9582
5897	943	11551
9097	448	12040
3971	926	765
11876	243	3513
8746	351	3478
4148	743	9761
5269	176	12162
8995	410	3794
10453	335	12739
1943	289	7392
3455	754	1286
4750	943	243
6553	660	2547
12721	289	7879
11174	410	1600
3518	351	3778
2411	574	2394
5838	478	811
13181	289	7963
4898	36	4898
1357	351	1845
7996	809	1055
3575	304	8959
1721	125	88
5208	289	10914
11009	642	3128
2691	912	4332
13144	289	5161
13600	448	4035
8683	454	8459
9556	289	4375
3289	289	2626
361	912	10712
6861	806	12465
4457	323	3377
7956	351	3416
6119	357	4188
11149	36	1958
6524	77	2975
1500	62	3464
5817	342	9384
6206	299	2742
11589	315	1648
13011	411	11818
1603	132	5165
10936	335	9964
5733	125	12743
5571	289	9523
9577	289	5665
12810	351	2984
11156	635	8194
1931	635	4533
13433	289	2388
13475	357	3693
6640	38	2068
4025	870	6350
5692	372	9561
11	289	4208
11947	136	9803
11097	351	2979
10684	351	1846
6406	34	1845
12307	684	1837
5513	150	6184
8425	708	28
3404	750	4051
10548	336	2289
10995	484	967
12682	335	2118
8923	684	6805
1558	132	744
3204	747	3575
4418	176	10649
13214	243	7930
13365	78	7090
467	289	530
1330	955	413
4612	708	2399
5294	943	11417
6296	125	439
13415	642	4529
5676	938	3035
9052	781	7145
5194	357	12254
2056	36	1270
12256	351	2068
7310	912	5703
13302	81	8565
10430	289	2798
10381	747	11059
7624	34	1927
6519	351	7843
7530	454	3698
5697	926	498
9540	289	1998
5344	289	13622
3277	125	274
2787	404	1650
13398	782	7313
445	289	4827
1794	289	10339
13938	448	1678
9390	289	603
13517	654	2444
6661	357	1270
8282	684	1837
10952	125	88
5236	357	1845
1402	239	4980
10157	725	3666
2577	136	6681
4767	357	1845
5396	411	9582
9909	351	4160
10731	158	10177
11048	289	6649
8086	661	13131
11353	419	5100
1065	204	2088
30	289	9298
814	809	1680
9185	289	10703
11183	619	8000
7961	335	3460
8534	526	3432
13629	62	2205
13214	289	596
8761	289	6990
2787	404	724
8664	747	3542
1999	208	765
13945	289	3842
10997	117	7492
12497	289	4616
5762	34	2665
12650	372	9043
5743	351	8000
