3381	243	4276
4610	342	519
4350	448	3531
1467	357	1247
2787	404	2544
3396	351	1900
1921	339	927
385	289	4498
4994	351	3737
3214	125	274
385	243	1987
5021	243	519
4711	289	515
3296	289	4054
3945	351	1846
4553	201	2062
3495	351	1236
5226	243	519
2090	410	2443
2881	149	3201
4237	289	4550
2666	289	581
2295	404	1001
321	289	2311
584	448	2866
537	912	4846
3902	527	2898
4273	92	4948
239	289	1323
669	289	856
1817	642	421
153	145	4582
329	642	438
1353	351	2068
1498	419	1947
1782	125	274
2948	352	2653
1520	366	4322
659	352	4221
1833	419	766
4305	448	3698
3358	289	2919
2666	289	3820
1123	779	1122
1710	289	4159
1797	289	2637
1421	635	4657
4057	351	1932
2146	683	1073
3346	243	3118
408	866	284
1505	638	4107
3741	357	1845
3556	357	1845
2243	415	4501
2852	125	9
4196	635	2922
59	695	316
530	351	2081
3171	502	797
3924	779	931
4230	351	1046
2487	351	2068
404	640	2837
5015	352	972
575	289	2482
4490	351	2456
1389	640	3649
846	357	4188
656	448	3531
1747	351	1845
3651	642	3479
2625	448	5163
4652	926	2081
3724	357	1845
2766	289	4822
921	779	750
55	938	667
4746	419	1968
1101	77	1099
3998	201	1936
3242	263	188
3755	695	4829
226	926	1845
2668	357	750
1344	357	625
4961	779	3920
2104	352	2440
5009	34	1845
2037	351	1845
4263	289	4619
1833	125	9
1947	779	1946
125	289	4474
2375	493	3023
2261	208	3920
2470	351	2068
3455	204	1117
3939	351	1529
5062	912	4131
2431	750	4348
2622	351	1270
1409	912	4322
2587	448	34
385	642	1987
2078	357	984
5017	446	4840
4613	351	4071
598	366	1837
733	149	1967
630	351	1282
352	642	4603
3026	126	2126
1784	289	19
4168	204	2089
1636	62	3012
6	243	4267
5115	94	1282
4327	419	766
98	846	3851
1241	419	1284
2049	912	4846
2023	410	2943
4281	358	4519
3570	62	2387
396	926	2436
4979	239	4980
1704	289	1034
3462	204	2043
957	683	1967
2983	352	1315
632	351	2663
3580	208	2292
3490	149	995
210	454	1282
3673	640	621
1024	357	1944
2726	77	1070
154	870	3116
469	289	3881
2335	357	3920
914	289	3944
293	289	3839
3123	351	2556
424	289	1438
666	352	4153
2532	357	1282
2345	351	3462
3842	351	3452
3358	243	2919
848	357	793
323	289	2311
3891	448	27
3266	243	5062
1266	779	3693
1504	417	4102
4528	912	1469
2538	27	3296
1673	419	4961
125	289	5102
202	480	190
4764	419	3066
79	357	1946
4662	351	3836
4147	387	2277
3135	660	2652
4221	419	4222
638	351	2216
2538	323	176
2365	351	3435
3361	289	2622
1754	448	2429
3290	640	2919
2441	750	1845
2147	352	765
60	791	224
324	448	415
2155	779	1465
5020	351	3737
669	289	2557
4916	410	4903
424	642	4572
984	419	3644
2453	366	1837
3222	635	4135
4736	779	3745
3851	448	5076
347	289	4441
3971	926	765
3752	366	4332
1127	419	4143
4969	204	4408
3459	126	4419
4353	149	1122
3704	779	866
5103	351	1900
1042	357	1958
2544	254	1270
21	926	765
346	289	4823
339	448	663
1008	204	1066
1786	289	4059
1524	779	1845
623	180	4003
4042	817	2746
507	351	3053
3972	299	1659
3939	352	4084
317	938	2011
1722	640	1431
3359	419	766
4259	149	3703
4470	502	4462
4519	448	5119
2891	358	2501
347	448	1702
2361	289	4002
5055	660	2438
669	289	2799
3519	351	3435
2997	352	2979
3289	289	2626
106	419	766
3192	351	2210
4412	779	2606
347	176	3085
1467	769	1247
2027	708	28
899	448	2177
466	289	4490
3755	695	2823
2313	419	4736
3515	351	1845
3400	204	5046
4095	448	2004
4196	204	2922
550	912	4322
954	711	953
2274	779	4197
2271	912	4846
1112	284	1271
334	358	667
85	769	4092
319	677	318
3369	289	3678
4147	448	297
630	404	2544
3810	410	2646
1827	289	4772
2238	539	4211
49	642	457
4063	419	1901
433	125	438
613	912	2750
