11484	243	4578
4309	125	135
468	289	4428
2058	511	3963
10846	176	10134
7325	176	10999
3889	149	3019
7421	670	7141
9816	150	9361
1494	243	4195
3127	149	2238
7351	419	753
11081	289	582
5377	125	142
9669	243	5772
1656	34	1936
7618	342	8880
3319	176	5014
6474	640	11513
4306	289	2325
1976	626	4194
1728	926	1249
420	125	268
602	642	4927
3539	208	4634
191	926	2036
11021	17	3159
643	231	11771
8454	357	1817
10736	419	753
11054	357	1816
3215	642	5554
894	640	3072
11336	289	11604
4445	352	1816
4910	708	6475
5604	342	5923
1494	642	7458
6017	642	10960
6793	351	3939
4430	824	5504
4170	357	2238
11585	824	219
8522	357	1816
5067	779	949
1772	640	4194
5233	928	5704
6348	289	10775
132	372	10071
21	289	3745
5000	779	1896
5545	410	3001
8259	640	3069
48	150	8922
10274	289	63
576	231	5497
424	419	753
10934	289	2453
6624	289	7126
3052	351	2036
2664	351	1249
5540	38	2932
4611	357	1816
4128	415	1166
10322	415	1156
10802	231	5497
3723	366	2702
11802	289	2005
3984	824	4748
3426	351	2036
3270	511	3964
3551	289	2442
4594	357	1816
3688	326	2481
432	342	9456
578	824	5113
1764	125	8
95	448	151
6476	637	11174
3968	149	3967
6789	357	1816
9016	150	11732
415	642	444
9758	640	661
1097	357	3394
1765	289	10413
423	289	521
4366	366	2705
324	448	5087
6348	289	6950
2545	176	10071
1285	357	1817
423	402	169
11297	448	10029
7262	289	5248
2006	351	4568
9261	289	3745
7391	342	11311
2919	38	2920
10659	912	5502
8031	342	6931
5646	125	11353
9509	448	5019
5295	926	3941
10931	640	2617
3337	231	8062
3749	289	4366
10616	448	4876
5548	640	11505
11297	448	9103
4545	352	3957
2049	622	4192
9276	640	9148
3226	289	2490
6372	357	1936
5172	289	2663
6655	419	753
6424	107	10059
7831	824	447
8020	176	4480
4897	352	1043
6294	926	2036
4499	387	553
9116	150	10393
1415	351	1079
1767	357	1936
3877	955	200
7199	231	6167
5886	357	1936
1772	243	4186
2440	289	525
11685	357	1816
4491	448	2822
9380	642	7621
10479	410	10748
496	351	1079
5233	297	281
648	415	686
6743	419	753
6215	448	337
3996	351	2168
10990	150	10881
10236	357	1816
4857	357	1102
1299	352	1043
9979	419	753
377	289	2976
4394	448	337
1680	289	4616
559	926	4290
3950	824	7497
3242	289	4438
8010	243	6485
1252	779	5125
6398	419	753
7492	448	7655
7545	326	620
9665	642	11613
273	342	6989
3610	357	1816
10263	357	1816
2133	284	3377
5373	289	3894
8840	243	1323
11269	342	10085
3767	323	9910
2282	824	4082
3756	448	3630
3040	912	5502
3789	357	2589
5261	289	4729
4833	352	2182
4924	243	510
2643	635	1280
6207	419	753
8789	642	11259
8259	642	7118
2793	27	3229
1772	357	1816
548	284	3778
4307	176	10965
4483	912	8853
1438	326	2481
1697	149	2329
9994	642	7458
4578	824	2721
11389	640	2335
6675	289	10953
744	448	6729
6107	415	10003
8937	448	6646
2428	323	5095
1794	243	4196
311	448	6096
659	289	7884
5956	243	9821
5062	77	4290
3196	289	1416
8293	415	8498
329	372	4647
9399	448	305
6545	342	7941
436	289	1294
6202	289	4541
4413	351	2978
3578	149	1914
1795	419	753
6725	289	678
10946	640	2593
408	448	7483
11758	357	1816
1301	824	233
1752	150	7375
10836	357	1936
11802	640	1323
11724	642	11542
1725	351	3550
10015	289	1958
8714	125	8690
11741	357	1816
6268	448	25
8697	640	11230
5399	289	1967
11081	626	3387
1760	289	498
5764	176	8396
3625	126	1025
2298	166	2552
9315	926	3334
95	342	1475
3089	410	3037
6273	176	9912
10065	824	1813
10719	289	3931
155	342	7924
11198	824	1805
4871	149	3762
5713	243	3767
2545	289	2795
4621	323	4942
4541	824	1692
10004	642	7757
11599	299	2698
5214	289	1306
8605	289	589
11546	243	4479
7690	176	4962
4448	231	7002
9703	955	10756
1340	640	10781
3551	419	1252
8844	779	5073
8517	642	4517
10814	357	1816
4549	284	3781
378	926	2336
2035	640	10960
6	289	6623
324	448	162
4354	357	1914
580	351	1816
340	176	10737
4158	289	11065
11230	415	1167
4479	352	2036
9840	150	9789
2589	419	905
2831	955	5264
4959	289	2466
391	289	3140
1921	204	2020
10469	357	1816
8454	640	1302
1797	419	753
11744	289	6139
9669	289	2883
10230	912	4251
3151	34	1817
3527	208	1261
4915	626	2538
137	448	7582
3043	27	298
10523	824	4218
7945	926	4346
2058	708	2653
3394	204	1097
11762	125	268
9818	448	3630
8400	419	753
6595	640	523
6	289	5710
4479	352	2399
3256	419	753
4828	912	4251
53	938	9234
207	448	2822
3044	824	1490
7908	289	4404
4906	708	6912
7481	419	753
8825	912	4251
8030	77	1488
3857	176	6038
7016	289	2795
5527	289	10515
2009	419	753
328	125	142
2935	824	11627
6370	824	7204
3790	912	3606
2133	284	425
4605	640	2756
10021	642	7449
2638	357	1816
9702	419	753
2385	448	4838
4416	912	7447
1479	125	11337
4107	626	10562
6053	642	6542
6372	357	1817
9285	289	1410
6174	640	2335
620	352	1261
3612	366	1808
10318	912	5553
163	448	165
1730	352	1816
5409	642	7295
5433	357	1816
798	779	2191
10021	357	1816
8427	352	1816
11119	289	10355
1891	284	4898
4149	824	5012
8840	419	1929
7649	289	3895
4647	955	329
372	342	10238
210	448	4977
9359	150	10132
11238	176	2903
3389	99	1640
2750	284	2074
7455	289	1349
10290	824	1490
3995	652	3963
961	289	589
10762	357	1817
1775	176	4919
2579	824	1743
1315	352	752
10946	176	5014
4840	824	3017
8020	289	2615
9364	448	7115
2497	415	1169
1284	208	7882
5314	176	6707
4915	289	8179
11405	342	7605
1937	492	1899
11280	125	5340
6860	125	11337
9142	824	3017
7674	448	1652
192	342	7653
4749	125	268
2056	357	1047
10990	289	1633
1920	419	3636
11084	642	8682
3315	642	7757
11128	640	523
195	342	10687
131	626	4443
9511	289	1995
273	342	7220
9431	357	1896
1771	642	11621
3426	448	1676
6869	243	1321
10996	955	466
7814	125	110
2371	126	1000
6883	824	336
9019	289	10953
8112	642	4293
4598	289	3043
4104	824	9743
4459	824	8743
6860	642	1410
296	339	188
105	357	1817
8847	289	4460
2183	643	4994
563	824	10964
3839	779	3845
2695	366	1808
5751	642	5554
9175	150	6899
1806	176	7906
7170	125	8
5848	448	7655
324	448	7117
2760	339	299
1645	492	1899
7589	289	6695
10642	357	2049
3245	150	7876
2912	493	2101
655	34	1936
1479	150	11732
10334	243	2615
2849	372	299
8330	955	2006
3732	284	11408
6372	357	3845
5179	511	2106
5248	926	2977
2922	323	10281
4899	455	3330
5299	824	5399
6444	289	2325
9276	289	5996
11558	289	9716
4428	824	4748
3252	289	1975
11052	824	243
9979	125	253
1479	289	533
3252	640	8325
7988	824	8284
3119	357	10382
267	448	126
3231	150	5891
8002	448	4838
7170	125	142
4658	243	4465
11362	800	5375
3344	204	4949
1779	289	7462
5482	150	10393
3300	176	605
9840	289	2111
901	642	7118
9886	243	10129
11260	448	292
11142	419	753
3300	640	10107
172	640	11206
54	392	4719
7087	289	2449
10137	243	3827
2364	351	2036
6220	243	5003
308	419	753
374	289	1719
2180	539	2177
7018	357	1816
7402	824	98
294	289	2883
4306	176	7232
9658	926	6670
11519	289	5455
7380	642	9252
6744	77	2591
11128	289	523
4547	339	4445
9011	800	8363
2143	410	3113
8789	125	110
6107	415	7698
8828	912	2706
4002	34	1817
11762	150	10581
3238	289	2231
11155	642	561
7946	415	501
4536	351	940
1494	357	1816
3151	708	1198
6866	289	8028
3984	351	4290
4153	351	2888
6194	824	10818
2501	357	1816
6673	912	5350
4298	824	7652
10475	392	2532
328	289	3114
5169	289	7975
8436	926	2189
4971	351	3421
10322	415	1160
2748	824	3855
5323	824	2525
3736	300	2828
8453	926	2839
2733	68	1039
5979	824	3308
1934	289	3979
1479	419	3839
10814	289	6857
2364	366	4053
3881	323	10281
10225	125	10213
3020	492	1899
5235	642	6937
4549	448	11464
5906	419	753
11593	342	7456
9986	640	9728
12	289	4455
6015	125	268
2539	289	622
6354	912	5502
284	480	254
11510	392	3374
4703	779	4117
11385	243	7171
4445	351	4014
167	357	1047
6675	357	1816
5300	68	10204
8921	415	7698
2342	769	1923
10213	484	1816
3210	419	753
4821	419	4142
2527	747	3481
10725	289	877
2720	243	11082
9211	243	1375
3869	351	2036
2953	448	4266
8255	926	2939
